,# Triangles,Avg. Triangle Size,Image Resolution,CPUs,Raster Mode,HOM Enabled,Runtime (ms)
609,2048,1e-06,1024,8,1,1,63.552
610,2048,1e-06,1024,8,2,0,0.453245
611,2048,1e-06,1024,8,2,1,62.3423
612,2048,1e-06,1024,16,0,0,946.956
613,2048,1e-06,1024,16,0,1,989.519
614,2048,1e-06,1024,16,1,0,0.580782
615,2048,1e-06,1024,16,1,1,42.2586
616,2048,1e-06,1024,16,2,0,0.598014
617,2048,1e-06,1024,16,2,1,42.3266
618,2048,1e-06,1024,32,0,0,938.358
619,2048,1e-06,1024,32,0,1,942.796
620,2048,1e-06,1024,32,1,0,3.80776
621,2048,1e-06,1024,32,1,1,41.7713
622,2048,1e-06,1024,32,2,0,4.16365
623,2048,1e-06,1024,32,2,1,43.7587
624,2048,1e-06,1024,64,0,0,546.55
625,2048,1e-06,1024,64,0,1,557.5
626,2048,1e-06,1024,64,1,0,12.9873
627,2048,1e-06,1024,64,1,1,58.6776
628,2048,1e-06,1024,64,2,0,13.152
629,2048,1e-06,1024,64,2,1,84.6099
630,2048,1e-06,2048,1,0,0,45025.8
631,2048,1e-06,2048,1,0,1,45413.1
632,2048,1e-06,2048,1,1,0,1.20517
633,2048,1e-06,2048,1,1,1,150.688
634,2048,1e-06,2048,1,2,0,1.19562
635,2048,1e-06,2048,1,2,1,152.535
636,2048,1e-06,2048,2,0,0,22575.2
637,2048,1e-06,2048,2,0,1,22716.7
638,2048,1e-06,2048,2,1,0,1.17451
639,2048,1e-06,2048,2,1,1,145.217
640,2048,1e-06,2048,2,2,0,1.12389
641,2048,1e-06,2048,2,2,1,124.831
642,2048,1e-06,2048,4,0,0,11497.2
643,2048,1e-06,2048,4,0,1,11721.1
644,2048,1e-06,2048,4,1,0,0.707397
645,2048,1e-06,2048,4,1,1,97.0682
646,2048,1e-06,2048,4,2,0,0.719123
647,2048,1e-06,2048,4,2,1,96.2999
648,2048,1e-06,2048,8,0,0,6370.65
649,2048,1e-06,2048,8,0,1,6574.4
650,2048,1e-06,2048,8,1,0,0.60048
651,2048,1e-06,2048,8,1,1,64.5844
652,2048,1e-06,2048,8,2,0,0.609903
653,2048,1e-06,2048,8,2,1,63.8241
654,2048,1e-06,2048,16,0,0,3673.29
655,2048,1e-06,2048,16,0,1,3896.26
656,2048,1e-06,2048,16,1,0,0.656704
657,2048,1e-06,2048,16,1,1,44.6164
658,2048,1e-06,2048,16,2,0,0.711057
659,2048,1e-06,2048,16,2,1,44.695
660,2048,1e-06,2048,32,0,0,3329.21
661,2048,1e-06,2048,32,0,1,3669.22
662,2048,1e-06,2048,32,1,0,2.88985
663,2048,1e-06,2048,32,1,1,43.4547
664,2048,1e-06,2048,32,2,0,4.18103
665,2048,1e-06,2048,32,2,1,46.8564
666,2048,1e-06,2048,64,0,0,1950.21
667,2048,1e-06,2048,64,0,1,2054.18
668,2048,1e-06,2048,64,1,0,10.1938
669,2048,1e-06,2048,64,1,1,62.914
670,2048,1e-06,2048,64,2,0,14.4136
671,2048,1e-06,2048,64,2,1,64.3589
672,2048,0.0001,256,1,0,0,771.328
673,2048,0.0001,256,1,0,1,876.378
674,2048,0.0001,256,1,1,0,0.8319
675,2048,0.0001,256,1,1,1,153.343
676,2048,0.0001,256,1,2,0,0.790176
677,2048,0.0001,256,1,2,1,152.87
678,2048,0.0001,256,2,0,0,462.91
679,2048,0.0001,256,2,0,1,532.908
680,2048,0.0001,256,2,1,0,0.902218
681,2048,0.0001,256,2,1,1,153.559
682,2048,0.0001,256,2,2,0,0.859997
683,2048,0.0001,256,2,2,1,142.685
684,2048,0.0001,256,4,0,0,246.978
685,2048,0.0001,256,4,0,1,345.881
686,2048,0.0001,256,4,1,0,0.434745
687,2048,0.0001,256,4,1,1,89.9231
688,2048,0.0001,256,4,2,0,0.527505
689,2048,0.0001,256,4,2,1,91.7049
690,2048,0.0001,256,8,0,0,143.391
691,2048,0.0001,256,8,0,1,219.946
692,2048,0.0001,256,8,1,0,0.439649
693,2048,0.0001,256,8,1,1,64.0377
694,2048,0.0001,256,8,2,0,0.393966
695,2048,0.0001,256,8,2,1,56.1049
696,2048,0.0001,256,16,0,0,76.3697
697,2048,0.0001,256,16,0,1,108.33
698,2048,0.0001,256,16,1,0,0.487396
699,2048,0.0001,256,16,1,1,45.1026
700,2048,0.0001,256,16,2,0,0.505814
701,2048,0.0001,256,16,2,1,44.5036
702,2048,0.0001,256,32,0,0,76.1162
703,2048,0.0001,256,32,0,1,106.24
704,2048,0.0001,256,32,1,0,2.73957
705,2048,0.0001,256,32,1,1,42.5634
706,2048,0.0001,256,32,2,0,3.54826
707,2048,0.0001,256,32,2,1,44.7764
708,2048,0.0001,256,64,0,0,64.9603
709,2048,0.0001,256,64,0,1,157.395
710,2048,0.0001,256,64,1,0,16.5103
711,2048,0.0001,256,64,1,1,69.6207
712,2048,0.0001,256,64,2,0,13.6524
713,2048,0.0001,256,64,2,1,65.5895
714,2048,0.0001,512,1,0,0,2932.89
715,2048,0.0001,512,1,0,1,3060.1
716,2048,0.0001,512,1,1,0,1.61438
717,2048,0.0001,512,1,1,1,159.902
718,2048,0.0001,512,1,2,0,1.41296
719,2048,0.0001,512,1,2,1,209.531
720,2048,0.0001,512,2,0,0,1500.57
721,2048,0.0001,512,2,0,1,1623.07
722,2048,0.0001,512,2,1,0,2.39961
723,2048,0.0001,512,2,1,1,157.704
724,2048,0.0001,512,2,2,0,2.01538
725,2048,0.0001,512,2,2,1,125.171
726,2048,0.0001,512,4,0,0,856.547
727,2048,0.0001,512,4,0,1,954.081
728,2048,0.0001,512,4,1,0,0.988852
729,2048,0.0001,512,4,1,1,91.6475
730,2048,0.0001,512,4,2,0,1.09342
731,2048,0.0001,512,4,2,1,92.0019
732,2048,0.0001,512,8,0,0,471.525
733,2048,0.0001,512,8,0,1,506.006
734,2048,0.0001,512,8,1,0,0.795438
735,2048,0.0001,512,8,1,1,56.17
736,2048,0.0001,512,8,2,0,0.709433
737,2048,0.0001,512,8,2,1,55.683
738,2048,0.0001,512,16,0,0,258.198
739,2048,0.0001,512,16,0,1,322.503
740,2048,0.0001,512,16,1,0,0.720602
741,2048,0.0001,512,16,1,1,41.7781
742,2048,0.0001,512,16,2,0,0.690008
743,2048,0.0001,512,16,2,1,43.9197
744,2048,0.0001,512,32,0,0,235.781
745,2048,0.0001,512,32,0,1,298.169
746,2048,0.0001,512,32,1,0,4.00129
747,2048,0.0001,512,32,1,1,41.74
748,2048,0.0001,512,32,2,0,3.75526
749,2048,0.0001,512,32,2,1,40.4284
750,2048,0.0001,512,64,0,0,180.158
751,2048,0.0001,512,64,0,1,216.852
752,2048,0.0001,512,64,1,0,12.8506
753,2048,0.0001,512,64,1,1,68.998
754,2048,0.0001,512,64,2,0,10.308
755,2048,0.0001,512,64,2,1,71.9316
756,2048,0.0001,1024,1,0,0,11266.8
757,2048,0.0001,1024,1,0,1,11469.8
758,2048,0.0001,1024,1,1,0,10.0199
759,2048,0.0001,1024,1,1,1,161.778
760,2048,0.0001,1024,1,2,0,7.17435
761,2048,0.0001,1024,1,2,1,157.964
762,2048,0.0001,1024,2,0,0,5800.97
763,2048,0.0001,1024,2,0,1,5996.02
764,2048,0.0001,1024,2,1,0,6.90813
765,2048,0.0001,1024,2,1,1,148.663
766,2048,0.0001,1024,2,2,0,6.17889
767,2048,0.0001,1024,2,2,1,147.946
768,2048,0.0001,1024,4,0,0,3023.76
769,2048,0.0001,1024,4,0,1,3155.89
770,2048,0.0001,1024,4,1,0,5.11512
771,2048,0.0001,1024,4,1,1,97.9617
772,2048,0.0001,1024,4,2,0,3.88157
773,2048,0.0001,1024,4,2,1,96.5744
774,2048,0.0001,1024,8,0,0,1749.78
775,2048,0.0001,1024,8,0,1,1844.99
776,2048,0.0001,1024,8,1,0,2.46183
777,2048,0.0001,1024,8,1,1,57.5608
778,2048,0.0001,1024,8,2,0,2.12702
779,2048,0.0001,1024,8,2,1,61.0223
780,2048,0.0001,1024,16,0,0,943.374
781,2048,0.0001,1024,16,0,1,1018.98
782,2048,0.0001,1024,16,1,0,1.79496
783,2048,0.0001,1024,16,1,1,47.2506
784,2048,0.0001,1024,16,2,0,1.49987
785,2048,0.0001,1024,16,2,1,42.7871
786,2048,0.0001,1024,32,0,0,926.438
787,2048,0.0001,1024,32,0,1,997.955
788,2048,0.0001,1024,32,1,0,4.52877
789,2048,0.0001,1024,32,1,1,46.3729
790,2048,0.0001,1024,32,2,0,5.5198
791,2048,0.0001,1024,32,2,1,46.8748
792,2048,0.0001,1024,64,0,0,566.179
793,2048,0.0001,1024,64,0,1,577.301
794,2048,0.0001,1024,64,1,0,15.6611
795,2048,0.0001,1024,64,1,1,66.3068
796,2048,0.0001,1024,64,2,0,11.3512
797,2048,0.0001,1024,64,2,1,59.7594
798,2048,0.0001,2048,1,0,0,45050.6
799,2048,0.0001,2048,1,0,1,45450.8
800,2048,0.0001,2048,1,1,0,38.479
801,2048,0.0001,2048,1,1,1,205.071
802,2048,0.0001,2048,1,2,0,27.5287
803,2048,0.0001,2048,1,2,1,192.066
804,2048,0.0001,2048,2,0,0,22763.6
805,2048,0.0001,2048,2,0,1,23118.5
806,2048,0.0001,2048,2,1,0,28.8401
807,2048,0.0001,2048,2,1,1,164.019
808,2048,0.0001,2048,2,2,0,21.1724
809,2048,0.0001,2048,2,2,1,142.098
810,2048,0.0001,2048,4,0,0,11589.3
811,2048,0.0001,2048,4,0,1,11745.5
812,2048,0.0001,2048,4,1,0,16.436
813,2048,0.0001,2048,4,1,1,111.387
814,2048,0.0001,2048,4,2,0,13.2157
815,2048,0.0001,2048,4,2,1,106.758
816,2048,0.0001,2048,8,0,0,6421.19
817,2048,0.0001,2048,8,0,1,6493.77
818,2048,0.0001,2048,8,1,0,9.49966
819,2048,0.0001,2048,8,1,1,72.3428
820,2048,0.0001,2048,8,2,0,7.47321
821,2048,0.0001,2048,8,2,1,68.869
822,2048,0.0001,2048,16,0,0,3703.27
823,2048,0.0001,2048,16,0,1,4011.35
824,2048,0.0001,2048,16,1,0,5.53071
825,2048,0.0001,2048,16,1,1,56.7345
826,2048,0.0001,2048,16,2,0,4.44825
827,2048,0.0001,2048,16,2,1,49.0564
828,2048,0.0001,2048,32,0,0,3349.28
829,2048,0.0001,2048,32,0,1,3740.23
830,2048,0.0001,2048,32,1,0,5.23415
831,2048,0.0001,2048,32,1,1,49.5177
832,2048,0.0001,2048,32,2,0,4.23557
833,2048,0.0001,2048,32,2,1,47.5703
834,2048,0.0001,2048,64,0,0,1910.51
835,2048,0.0001,2048,64,0,1,2109.9
836,2048,0.0001,2048,64,1,0,13.8588
837,2048,0.0001,2048,64,1,1,69.502
838,2048,0.0001,2048,64,2,0,12.8676
839,2048,0.0001,2048,64,2,1,72.7753
840,2048,0.01,256,1,0,0,725.886
841,2048,0.01,256,1,0,1,574.976
842,2048,0.01,256,1,1,0,31.782
843,2048,0.01,256,1,1,1,107.411
844,2048,0.01,256,1,2,0,14.1128
845,2048,0.01,256,1,2,1,99.8476
846,2048,0.01,256,2,0,0,428.056
847,2048,0.01,256,2,0,1,371.36
848,2048,0.01,256,2,1,0,22.5287
849,2048,0.01,256,2,1,1,80.8241
850,2048,0.01,256,2,2,0,16.6315
851,2048,0.01,256,2,2,1,83.0798
852,2048,0.01,256,4,0,0,271.774
853,2048,0.01,256,4,0,1,227.297
854,2048,0.01,256,4,1,0,13.1786
855,2048,0.01,256,4,1,1,54.3388
856,2048,0.01,256,4,2,0,6.95904
857,2048,0.01,256,4,2,1,52.3795
858,2048,0.01,256,8,0,0,150.637
859,2048,0.01,256,8,0,1,152.35
860,2048,0.01,256,8,1,0,8.93211
861,2048,0.01,256,8,1,1,43.0736
862,2048,0.01,256,8,2,0,4.15051
863,2048,0.01,256,8,2,1,39.5633
864,2048,0.01,256,16,0,0,78.0746
865,2048,0.01,256,16,0,1,72.6371
866,2048,0.01,256,16,1,0,3.94718
867,2048,0.01,256,16,1,1,37.1148
868,2048,0.01,256,16,2,0,2.82397
869,2048,0.01,256,16,2,1,30.9415
870,2048,0.01,256,32,0,0,78.7455
871,2048,0.01,256,32,0,1,83.1031
872,2048,0.01,256,32,1,0,4.17628
873,2048,0.01,256,32,1,1,33.6193
874,2048,0.01,256,32,2,0,2.48193
875,2048,0.01,256,32,2,1,33.0115
876,2048,0.01,256,64,0,0,60.3335
877,2048,0.01,256,64,0,1,80.5974
878,2048,0.01,256,64,1,0,16.2822
879,2048,0.01,256,64,1,1,54.9552
880,2048,0.01,256,64,2,0,13.6666
881,2048,0.01,256,64,2,1,61.2414
882,2048,0.01,512,1,0,0,2966.36
883,2048,0.01,512,1,0,1,1840.85
884,2048,0.01,512,1,1,0,122.377
885,2048,0.01,512,1,1,1,150.803
886,2048,0.01,512,1,2,0,42.0133
887,2048,0.01,512,1,2,1,119.247
888,2048,0.01,512,2,0,0,1537.31
889,2048,0.01,512,2,0,1,1077.57
890,2048,0.01,512,2,1,0,70.9722
891,2048,0.01,512,2,1,1,100.06
892,2048,0.01,512,2,2,0,31.4534
893,2048,0.01,512,2,2,1,86.5299
894,2048,0.01,512,4,0,0,860.421
895,2048,0.01,512,4,0,1,645.109
896,2048,0.01,512,4,1,0,39.4198
897,2048,0.01,512,4,1,1,73.5607
898,2048,0.01,512,4,2,0,22.5974
899,2048,0.01,512,4,2,1,59.4792
900,2048,0.01,512,8,0,0,481.092
901,2048,0.01,512,8,0,1,321.24
902,2048,0.01,512,8,1,0,21.7417
903,2048,0.01,512,8,1,1,53.3331
904,2048,0.01,512,8,2,0,15.6796
905,2048,0.01,512,8,2,1,41.9316
906,2048,0.01,512,16,0,0,268.783
907,2048,0.01,512,16,0,1,214.417
908,2048,0.01,512,16,1,0,16.5114
909,2048,0.01,512,16,1,1,34.2648
910,2048,0.01,512,16,2,0,8.40235
911,2048,0.01,512,16,2,1,32.1613
912,2048,0.01,512,32,0,0,242.914
913,2048,0.01,512,32,0,1,186.686
914,2048,0.01,512,32,1,0,16.689
915,2048,0.01,512,32,1,1,35.6598
916,2048,0.01,512,32,2,0,7.2376
917,2048,0.01,512,32,2,1,35.958
918,2048,0.01,512,64,0,0,194.765
919,2048,0.01,512,64,0,1,151.352
920,2048,0.01,512,64,1,0,19.784
921,2048,0.01,512,64,1,1,57.2469
922,2048,0.01,512,64,2,0,20.8969
923,2048,0.01,512,64,2,1,86.6876
924,2048,0.01,1024,1,0,0,11758.1
925,2048,0.01,1024,1,0,1,6968.11
926,2048,0.01,1024,1,1,0,538.979
927,2048,0.01,1024,1,1,1,484.371
928,2048,0.01,1024,1,2,0,185.087
929,2048,0.01,1024,1,2,1,218.487
930,2048,0.01,1024,2,0,0,6102.69
931,2048,0.01,1024,2,0,1,3869.06
932,2048,0.01,1024,2,1,0,315.744
933,2048,0.01,1024,2,1,1,296.301
934,2048,0.01,1024,2,2,0,124.261
935,2048,0.01,1024,2,2,1,147.118
936,2048,0.01,1024,4,0,0,3188.44
937,2048,0.01,1024,4,0,1,2147.28
938,2048,0.01,1024,4,1,0,179.071
939,2048,0.01,1024,4,1,1,174.492
940,2048,0.01,1024,4,2,0,68.6833
941,2048,0.01,1024,4,2,1,89.9251
942,2048,0.01,1024,8,0,0,1807.32
943,2048,0.01,1024,8,0,1,1304.31
944,2048,0.01,1024,8,1,0,90.2461
945,2048,0.01,1024,8,1,1,98.0422
946,2048,0.01,1024,8,2,0,42.1118
947,2048,0.01,1024,8,2,1,61.4055
948,2048,0.01,1024,16,0,0,981.553
949,2048,0.01,1024,16,0,1,692.341
950,2048,0.01,1024,16,1,0,51.1222
951,2048,0.01,1024,16,1,1,59.9336
952,2048,0.01,1024,16,2,0,25.9278
953,2048,0.01,1024,16,2,1,41.1759
954,2048,0.01,1024,32,0,0,962.903
955,2048,0.01,1024,32,0,1,672.082
956,2048,0.01,1024,32,1,0,45.4711
957,2048,0.01,1024,32,1,1,58.6767
958,2048,0.01,1024,32,2,0,25.3509
959,2048,0.01,1024,32,2,1,41.0577
960,2048,0.01,1024,64,0,0,580.06
961,2048,0.01,1024,64,0,1,414.007
962,2048,0.01,1024,64,1,0,46.3144
963,2048,0.01,1024,64,1,1,56.6008
964,2048,0.01,1024,64,2,0,27.3271
965,2048,0.01,1024,64,2,1,62.3549
966,2048,0.01,2048,1,0,0,47872.7
967,2048,0.01,2048,1,0,1,27825.4
968,2048,0.01,2048,1,1,0,3164.25
969,2048,0.01,2048,1,1,1,2206.06
970,2048,0.01,2048,1,2,0,709.382
971,2048,0.01,2048,1,2,1,594.905
972,2048,0.01,2048,2,0,0,24627.9
973,2048,0.01,2048,2,0,1,14738.6
974,2048,0.01,2048,2,1,0,1882.54
975,2048,0.01,2048,2,1,1,1458.2
976,2048,0.01,2048,2,2,0,482.863
977,2048,0.01,2048,2,2,1,386.855
978,2048,0.01,2048,4,0,0,12561.3
979,2048,0.01,2048,4,0,1,7766.24
980,2048,0.01,2048,4,1,0,903.532
981,2048,0.01,2048,4,1,1,731.483
982,2048,0.01,2048,4,2,0,273.839
983,2048,0.01,2048,4,2,1,212.56
984,2048,0.01,2048,8,0,0,6894.25
985,2048,0.01,2048,8,0,1,4478.9
986,2048,0.01,2048,8,1,0,475.315
987,2048,0.01,2048,8,1,1,411.4
988,2048,0.01,2048,8,2,0,166.149
989,2048,0.01,2048,8,2,1,136.56
990,2048,0.01,2048,16,0,0,3890.99
991,2048,0.01,2048,16,0,1,2539.74
992,2048,0.01,2048,16,1,0,251.891
993,2048,0.01,2048,16,1,1,222.073
994,2048,0.01,2048,16,2,0,134.044
995,2048,0.01,2048,16,2,1,103.021
996,2048,0.01,2048,32,0,0,3463.19
997,2048,0.01,2048,32,0,1,2438.91
998,2048,0.01,2048,32,1,0,227.394
999,2048,0.01,2048,32,1,1,190.793
1000,2048,0.01,2048,32,2,0,134.374
1001,2048,0.01,2048,32,2,1,104.811
1002,2048,0.01,2048,64,0,0,2050.71
1003,2048,0.01,2048,64,0,1,1557.81
1004,2048,0.01,2048,64,1,0,195.611
1005,2048,0.01,2048,64,1,1,171.24
1006,2048,0.01,2048,64,2,0,129.962
1007,2048,0.01,2048,64,2,1,118.452
1008,16384,1e-06,256,1,0,0,5709.83
1009,16384,1e-06,256,1,0,1,6943.99
1010,16384,1e-06,256,1,1,0,1.02417
1011,16384,1e-06,256,1,1,1,1232.1
1012,16384,1e-06,256,1,2,0,0.888298
1013,16384,1e-06,256,1,2,1,1210.27
1014,16384,1e-06,256,2,0,0,2908.69
1015,16384,1e-06,256,2,0,1,3904.73
1016,16384,1e-06,256,2,1,0,1.08635
1017,16384,1e-06,256,2,1,1,1070.26
1018,16384,1e-06,256,2,2,0,0.804305
1019,16384,1e-06,256,2,2,1,1113.38
1020,16384,1e-06,256,4,0,0,1579.51
1021,16384,1e-06,256,4,0,1,2083.64
1022,16384,1e-06,256,4,1,0,0.650396
1023,16384,1e-06,256,4,1,1,596.524
1024,16384,1e-06,256,4,2,0,0.591594
1025,16384,1e-06,256,4,2,1,547.971
1026,16384,1e-06,256,8,0,0,879.484
1027,16384,1e-06,256,8,0,1,1181.69
1028,16384,1e-06,256,8,1,0,0.53257
1029,16384,1e-06,256,8,1,1,357.663
1030,16384,1e-06,256,8,2,0,0.468111
1031,16384,1e-06,256,8,2,1,346.805
1032,16384,1e-06,256,16,0,0,489.813
1033,16384,1e-06,256,16,0,1,649.671
1034,16384,1e-06,256,16,1,0,0.568785
1035,16384,1e-06,256,16,1,1,210.047
1036,16384,1e-06,256,16,2,0,0.524039
1037,16384,1e-06,256,16,2,1,209.281
1038,16384,1e-06,256,32,0,0,464.838
1039,16384,1e-06,256,32,0,1,560.984
1040,16384,1e-06,256,32,1,0,3.61366
1041,16384,1e-06,256,32,1,1,175.236
1042,16384,1e-06,256,32,2,0,3.47262
1043,16384,1e-06,256,32,2,1,199.435
1044,16384,1e-06,256,64,0,0,311.3
1045,16384,1e-06,256,64,0,1,450.683
1046,16384,1e-06,256,64,1,0,9.78567
1047,16384,1e-06,256,64,1,1,232.05
1048,16384,1e-06,256,64,2,0,15.5105
1049,16384,1e-06,256,64,2,1,214.529
1050,16384,1e-06,512,1,0,0,22597.4
1051,16384,1e-06,512,1,0,1,23867.0
1052,16384,1e-06,512,1,1,0,1.28943
1053,16384,1e-06,512,1,1,1,1236.12
1054,16384,1e-06,512,1,2,0,1.24442
1055,16384,1e-06,512,1,2,1,1301.66
1056,16384,1e-06,512,2,0,0,11449.7
1057,16384,1e-06,512,2,0,1,12252.8
1058,16384,1e-06,512,2,1,0,1.46851
1059,16384,1e-06,512,2,1,1,957.745
1060,16384,1e-06,512,2,2,0,1.30237
1061,16384,1e-06,512,2,2,1,1040.22
1062,16384,1e-06,512,4,0,0,5887.08
1063,16384,1e-06,512,4,0,1,6291.14
1064,16384,1e-06,512,4,1,0,0.832772
1065,16384,1e-06,512,4,1,1,605.73
1066,16384,1e-06,512,4,2,0,0.733446
1067,16384,1e-06,512,4,2,1,537.615
1068,16384,1e-06,512,8,0,0,3239.75
1069,16384,1e-06,512,8,0,1,3579.84
1070,16384,1e-06,512,8,1,0,0.669724
1071,16384,1e-06,512,8,1,1,364.747
1072,16384,1e-06,512,8,2,0,0.5989
1073,16384,1e-06,512,8,2,1,344.733
1074,16384,1e-06,512,16,0,0,1845.44
1075,16384,1e-06,512,16,0,1,2031.05
1076,16384,1e-06,512,16,1,0,0.593986
1077,16384,1e-06,512,16,1,1,212.546
1078,16384,1e-06,512,16,2,0,0.594154
1079,16384,1e-06,512,16,2,1,211.226
1080,16384,1e-06,512,32,0,0,1792.03
1081,16384,1e-06,512,32,0,1,1921.19
1082,16384,1e-06,512,32,1,0,3.5692
1083,16384,1e-06,512,32,1,1,178.705
1084,16384,1e-06,512,32,2,0,3.79663
1085,16384,1e-06,512,32,2,1,172.959
1086,16384,1e-06,512,64,0,0,957.919
1087,16384,1e-06,512,64,0,1,1068.31
1088,16384,1e-06,512,64,1,0,15.8436
1089,16384,1e-06,512,64,1,1,218.262
1090,16384,1e-06,512,64,2,0,15.9126
1091,16384,1e-06,512,64,2,1,222.071
1092,16384,1e-06,1024,1,0,0,90180.8
1093,16384,1e-06,1024,1,0,1,91361.8
1094,16384,1e-06,1024,1,1,0,2.30532
1095,16384,1e-06,1024,1,1,1,1116.91
1096,16384,1e-06,1024,1,2,0,2.24733
1097,16384,1e-06,1024,1,2,1,1183.15
1098,16384,1e-06,1024,2,0,0,45150.0
1099,16384,1e-06,1024,2,0,1,46089.6
1100,16384,1e-06,1024,2,1,0,2.7605
1101,16384,1e-06,1024,2,1,1,1062.64
1102,16384,1e-06,1024,2,2,0,2.6804
1103,16384,1e-06,1024,2,2,1,1036.21
1104,16384,1e-06,1024,4,0,0,22964.9
1105,16384,1e-06,1024,4,0,1,23392.0
1106,16384,1e-06,1024,4,1,0,1.52943
1107,16384,1e-06,1024,4,1,1,630.292
1108,16384,1e-06,1024,4,2,0,1.32465
1109,16384,1e-06,1024,4,2,1,561.292
1110,16384,1e-06,1024,8,0,0,12641.2
1111,16384,1e-06,1024,8,0,1,12854.7
1112,16384,1e-06,1024,8,1,0,1.01468
1113,16384,1e-06,1024,8,1,1,364.321
1114,16384,1e-06,1024,8,2,0,1.00062
1115,16384,1e-06,1024,8,2,1,347.101
1116,16384,1e-06,1024,16,0,0,7189.98
1117,16384,1e-06,1024,16,0,1,7324.91
1118,16384,1e-06,1024,16,1,0,0.914577
1119,16384,1e-06,1024,16,1,1,222.409
1120,16384,1e-06,1024,16,2,0,0.859618
1121,16384,1e-06,1024,16,2,1,210.809
1122,16384,1e-06,1024,32,0,0,5715.52
1123,16384,1e-06,1024,32,0,1,6479.11
1124,16384,1e-06,1024,32,1,0,1.33163
1125,16384,1e-06,1024,32,1,1,179.098
1126,16384,1e-06,1024,32,2,0,2.7673
1127,16384,1e-06,1024,32,2,1,178.769
1128,16384,1e-06,1024,64,0,0,3714.57
1129,16384,1e-06,1024,64,0,1,3950.55
1130,16384,1e-06,1024,64,1,0,11.9768
1131,16384,1e-06,1024,64,1,1,212.771
1132,16384,1e-06,1024,64,2,0,10.838
1133,16384,1e-06,1024,64,2,1,219.324
1134,16384,1e-06,2048,1,0,0,DNF
1135,16384,1e-06,2048,1,0,1,DNF
1136,16384,1e-06,2048,1,1,0,8.6466
1137,16384,1e-06,2048,1,1,1,1272.55
1138,16384,1e-06,2048,1,2,0,8.25189
1139,16384,1e-06,2048,1,2,1,1272.16
1140,16384,1e-06,2048,2,0,0,180519.0
1141,16384,1e-06,2048,2,0,1,181381.0
1142,16384,1e-06,2048,2,1,0,7.4293
1143,16384,1e-06,2048,2,1,1,1003.66
1144,16384,1e-06,2048,2,2,0,7.2245
1145,16384,1e-06,2048,2,2,1,1160.77
1146,16384,1e-06,2048,4,0,0,91588.2
1147,16384,1e-06,2048,4,0,1,92319.9
1148,16384,1e-06,2048,4,1,0,3.94355
1149,16384,1e-06,2048,4,1,1,631.094
1150,16384,1e-06,2048,4,2,0,3.84348
1151,16384,1e-06,2048,4,2,1,654.514
1152,16384,1e-06,2048,8,0,0,49936.6
1153,16384,1e-06,2048,8,0,1,50146.5
1154,16384,1e-06,2048,8,1,0,2.29011
1155,16384,1e-06,2048,8,1,1,373.274
1156,16384,1e-06,2048,8,2,0,2.15113
1157,16384,1e-06,2048,8,2,1,352.8
1158,16384,1e-06,2048,16,0,0,28356.1
1159,16384,1e-06,2048,16,0,1,28599.2
1160,16384,1e-06,2048,16,1,0,1.54366
1161,16384,1e-06,2048,16,1,1,226.925
1162,16384,1e-06,2048,16,2,0,1.48163
1163,16384,1e-06,2048,16,2,1,223.267
1164,16384,1e-06,2048,32,0,0,17625.6
1165,16384,1e-06,2048,32,0,1,17885.3
1166,16384,1e-06,2048,32,1,0,1.64023
1167,16384,1e-06,2048,32,1,1,193.215
1168,16384,1e-06,2048,32,2,0,4.77893
1169,16384,1e-06,2048,32,2,1,183.706
1170,16384,1e-06,2048,64,0,0,14891.7
1171,16384,1e-06,2048,64,0,1,15091.0
1172,16384,1e-06,2048,64,1,0,9.17182
1173,16384,1e-06,2048,64,1,1,238.328
1174,16384,1e-06,2048,64,2,0,12.8924
1175,16384,1e-06,2048,64,2,1,232.629
1176,16384,0.0001,256,1,0,0,5698.67
1177,16384,0.0001,256,1,0,1,6849.71
1178,16384,0.0001,256,1,1,0,4.41366
1179,16384,0.0001,256,1,1,1,1281.32
1180,16384,0.0001,256,1,2,0,4.18404
1181,16384,0.0001,256,1,2,1,1231.29
1182,16384,0.0001,256,2,0,0,2919.19
1183,16384,0.0001,256,2,0,1,3769.34
1184,16384,0.0001,256,2,1,0,5.2452
1185,16384,0.0001,256,2,1,1,997.518
1186,16384,0.0001,256,2,2,0,6.33451
1187,16384,0.0001,256,2,2,1,1027.02
1188,16384,0.0001,256,4,0,0,1588.29
1189,16384,0.0001,256,4,0,1,1988.01
1190,16384,0.0001,256,4,1,0,3.49307
1191,16384,0.0001,256,4,1,1,580.232
1192,16384,0.0001,256,4,2,0,3.24423
1193,16384,0.0001,256,4,2,1,581.229
1194,16384,0.0001,256,8,0,0,887.743
1195,16384,0.0001,256,8,0,1,1204.47
1196,16384,0.0001,256,8,1,0,1.90938
1197,16384,0.0001,256,8,1,1,333.611
1198,16384,0.0001,256,8,2,0,1.90727
1199,16384,0.0001,256,8,2,1,361.764
1200,16384,0.0001,256,16,0,0,486.412
1201,16384,0.0001,256,16,0,1,646.394
1202,16384,0.0001,256,16,1,0,1.09175
1203,16384,0.0001,256,16,1,1,207.381
1204,16384,0.0001,256,16,2,0,1.15527
1205,16384,0.0001,256,16,2,1,209.343
1206,16384,0.0001,256,32,0,0,463.684
1207,16384,0.0001,256,32,0,1,561.148
